Date,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BHARTIARTL,INFRATEL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFC,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,IOC,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SHREECEM,SBIN,SUNPHARMA,TCS,TATAMOTORS,TATASTEEL,TECHM,TITAN,ULTRACEMCO,UPL,VEDL,WIPRO,ZEEL
2001-06-14,,251.25,35.6,,30.1,,,,187.35,652.1,1113.95,,1490.05,23.3,,328.1,364.2,649.45,217.8,142.95,854.95,193.45,146.7,,3800.7,167.55,745.8,,,,104.9,,,,165.75,,363.9,,212.65,580.05,,71.5,128.5,,48.7,,,62.35,1657.95,119.65
2001-06-15,,254.0,34.75,,30.55,,,,189.45,646.0,1100.0,,1449.95,23.0,,319.9,361.95,653.8,214.2,142.15,840.15,198.2,142.85,,3404.65,162.65,722.85,,,,99.45,,,,167.7,,357.6,,210.7,580.05,,68.4,124.05,,46.05,,,58.45,1565.45,107.8
2001-06-18,,247.7,33.5,,30.1,,,,186.7,627.05,1089.6,,1423.75,22.2,,315.95,368.2,657.85,198.45,141.05,830.6,197.7,139.3,,3333.45,162.85,747.35,,,,98.35,,,,164.95,,340.6,,212.25,575.35,,68.25,123.15,,45.1,,,56.5,1550.5,112.15
2001-06-19,,249.6,33.1,,30.15,,,,188.7,625.05,1080.15,,1453.4,22.5,,317.5,368.65,669.2,204.25,142.05,828.75,200.85,142.3,,3463.9,163.4,789.4,,,,100.15,,,,174.55,,346.85,,219.5,588.85,,65.3,125.45,,44.35,,,56.15,1560.05,114.8
2001-06-20,,,33.55,,30.75,,,,189.55,628.25,1088.1,,1459.65,23.0,,318.45,361.1,674.4,213.25,145.85,828.95,206.65,144.8,,3363.8,165.0,777.5,,,,101.95,,,,180.75,,344.85,,225.65,594.65,,65.95,123.8,,46.7,,,55.35,1521.0,106.4
2001-06-21,,,,,,,,,189.45,625.5,1085.25,,1462.25,22.8,,314.65,350.0,666.05,220.85,144.95,825.25,205.2,139.65,,3406.25,163.7,783.55,,,,99.3,,,,168.55,,341.1,,226.95,594.65,,64.25,120.05,,45.45,,,53.2,1525.65,107.4
2001-06-22,,250.65,32.0,,29.9,,,,187.75,624.05,1088.7,,1498.0,22.95,,301.2,310.2,666.15,218.85,146.05,819.25,204.15,134.15,,3432.3,160.2,784.85,,,,92.25,,,,158.65,,342.4,,224.65,597.75,,61.15,117.9,,43.45,,,49.15,1481.7,105.9
2001-06-25,,250.3,30.15,,30.0,,,,180.6,624.0,1084.65,,1531.5,22.95,,293.35,260.6,674.8,210.9,143.4,814.25,200.3,130.85,,3333.2,155.95,764.1,,,,89.25,,,,158.55,,341.45,,213.3,580.6,,58.85,117.05,,43.8,,,47.0,1281.8,101.05
2001-06-26,,,31.0,,29.9,,,,190.15,623.75,1122.6,,1691.25,22.9,,304.85,269.8,695.3,215.95,143.95,813.15,197.95,131.0,,3589.75,157.3,798.3,,,,87.25,,,,160.15,,346.8,,217.35,579.2,,60.45,118.7,,44.75,,,50.65,1376.75,116.1
2001-06-27,,249.5,31.0,,29.3,,,,185.95,614.7,1096.5,,1592.05,21.0,,302.85,260.75,688.9,213.5,142.95,798.2,197.45,131.75,,3541.7,154.05,783.3,,,,81.35,,,,159.3,,358.1,,216.2,567.1,,62.35,120.5,,44.75,,,51.3,1393.0,112.6
2001-06-28,,250.1,31.0,,29.2,,,,184.3,613.15,1113.05,,1580.55,20.8,,304.7,266.8,676.95,215.25,144.55,800.35,196.85,130.85,,3613.85,153.45,772.2,,,,82.7,,,,158.45,,362.3,,219.2,550.7,,62.7,117.5,,43.65,,,51.25,1380.9,114.15
2001-06-29,,250.05,31.45,,30.0,,,,188.0,613.55,1143.05,,1607.75,20.65,,300.85,289.4,690.3,209.6,146.5,830.2,205.4,127.75,,3748.65,154.6,754.3,,,,80.45,,,,155.7,,368.5,,216.85,519.7,,62.4,115.25,,42.8,,,50.7,1405.8,116.85
2001-07-02,,245.85,33.3,,,,,,186.95,621.1,1136.8,,1609.05,21.0,64.4,308.15,277.8,662.35,212.65,143.8,814.1,198.5,129.8,12.7,3733.85,154.25,758.8,,48.05,,82.4,,,,154.95,,358.65,32.95,215.3,517.05,,63.65,119.7,,42.8,,,51.65,1337.75,119.4
2001-07-03,,,30.0,,29.1,,,,189.95,621.95,1101.4,,1552.15,20.7,64.4,297.2,270.0,663.6,207.15,149.4,790.85,202.95,124.9,13.1,3293.5,151.45,747.65,,48.0,,80.8,,,,155.25,,329.4,30.5,219.9,517.45,,60.5,111.6,,41.9,,,51.85,1294.6,113.3
2001-07-04,,,29.4,,,,,,185.7,615.3,1093.5,,1609.45,20.1,65.05,300.25,256.0,669.8,202.55,147.6,750.4,197.25,120.6,13.05,3468.15,153.95,770.4,,48.4,,80.05,,,,156.8,,326.2,30.9,228.3,504.2,,60.3,106.6,,41.95,,,51.75,1241.9,104.6
2001-07-05,,246.65,30.45,,,,,,184.7,614.1,1066.3,,1570.85,19.5,65.0,302.45,261.9,664.9,203.8,149.6,769.05,197.25,121.65,13.05,3485.3,156.4,756.75,,48.3,,79.8,,,,159.45,,331.75,31.5,226.1,500.05,,64.4,106.0,,41.0,,,52.35,1250.85,104.6
2001-07-06,,245.25,29.45,,,,,,179.5,611.05,1066.8,,1610.6,19.2,65.0,305.75,271.45,660.0,204.0,148.8,762.0,197.65,119.95,13.15,3639.2,148.95,757.8,,48.0,,79.7,,,,156.0,,325.7,30.3,223.65,497.5,,64.55,101.6,,41.65,,,52.0,1213.85,99.3
2001-07-09,,249.85,28.85,,,,,,177.9,609.1,1077.8,,1568.9,19.1,65.0,310.0,275.75,652.85,204.75,145.75,768.95,198.3,116.8,12.8,3502.5,153.85,747.2,,47.6,,80.15,,,,154.6,,327.2,30.5,218.7,542.15,,67.35,97.7,,41.85,,,50.0,1188.8,93.1
2001-07-10,,,29.35,,,,,,178.5,611.35,1126.4,,1564.65,19.0,64.9,318.75,273.15,650.55,208.0,144.3,768.0,200.65,110.05,12.8,3503.15,153.8,754.3,,46.8,,83.35,,,,157.9,,333.7,30.85,219.1,537.3,,72.1,104.25,,41.95,,,51.25,1240.65,96.2
2001-07-11,,249.7,30.8,,28.0,,,,176.75,608.05,1111.55,,1584.3,19.1,65.15,316.0,274.55,660.15,211.0,143.3,754.9,204.25,115.45,12.9,3746.4,154.2,755.25,,46.0,,84.75,,,,159.3,,336.6,31.0,218.8,525.85,,74.85,100.4,,41.65,,,51.9,1208.35,97.3
2001-07-12,,246.45,30.95,,,,,,179.65,601.05,1120.55,,1605.15,18.5,65.1,332.25,299.15,651.15,215.45,143.95,755.4,213.95,128.1,12.9,3899.95,152.0,756.5,,46.0,,85.4,,,,156.2,,340.2,32.7,222.4,531.9,,74.2,104.1,,41.25,,,52.8,1315.85,108.65
2001-07-13,,247.6,31.0,,,,,,176.45,598.9,1146.3,,1592.0,19.45,64.5,318.4,284.75,664.1,216.6,144.2,753.55,223.6,125.2,12.8,3693.65,152.15,781.75,,45.0,,86.15,,,,170.8,,344.0,34.85,224.05,556.1,,70.05,101.45,,41.2,,,53.15,1315.9,104.8
2001-07-16,,,31.3,,,,,,179.6,589.5,1135.6,,1622.65,20.0,64.75,319.0,282.2,660.85,219.0,153.75,760.25,224.6,120.4,12.9,3630.9,150.7,788.65,,44.5,,82.9,,,,169.55,,332.0,35.4,224.9,536.4,,68.85,103.95,,41.45,,,52.55,1304.2,103.55
2001-07-17,,,30.9,,,,,,180.2,608.95,1108.75,,1615.4,19.15,64.15,324.8,289.85,659.9,221.1,153.75,760.3,224.75,128.45,12.95,3677.15,150.0,781.7,,45.15,,83.05,,,,167.8,,333.0,35.25,218.45,542.9,,70.3,99.2,,40.9,,,52.6,1273.8,100.7
2001-07-18,,,30.85,,,,,,181.8,596.55,1111.4,,1582.25,19.15,64.85,320.9,295.2,659.85,227.25,153.05,769.4,218.95,131.15,13.05,3685.05,149.4,780.65,,44.9,,82.45,,,,165.7,,326.75,35.6,216.45,541.25,,71.0,100.0,,41.5,,,53.85,1374.6,97.55
2001-07-19,,248.45,30.25,,,,,,177.7,596.5,1058.35,,1668.4,19.5,63.5,307.85,291.05,654.5,224.35,154.1,778.0,212.95,138.45,12.95,3697.1,146.3,787.8,,44.55,,82.5,,,,167.8,,324.1,35.8,213.9,555.15,,70.7,92.75,,40.65,,,53.65,1364.65,96.05
2001-07-20,,,29.7,,,,,,179.95,583.55,1052.5,,1632.35,18.9,63.0,309.25,294.6,633.7,225.0,152.35,774.0,216.1,132.6,12.85,3761.55,142.45,790.25,,43.6,,80.9,,,,166.85,,313.9,35.3,211.2,574.75,,71.3,93.05,,41.1,,,53.8,1393.6,95.0
2001-07-23,,,,,,,,,181.5,581.85,1068.35,,1675.5,,62.0,305.65,286.85,629.55,219.15,150.6,779.5,215.3,130.35,13.25,3622.2,149.0,791.05,,44.0,,80.1,,,,160.25,,313.0,32.0,213.3,574.8,,69.9,93.5,,40.25,,,53.4,1356.3,92.95
2001-07-24,,,28.6,,,,,,177.0,587.85,1082.2,,1663.05,19.25,62.2,310.8,264.25,633.25,226.9,155.5,770.35,217.45,125.1,12.8,3697.55,141.65,790.5,,39.95,,78.6,,,,161.55,,314.35,36.0,210.35,598.3,,77.45,91.1,,41.0,,,51.15,1351.4,92.0
2001-07-25,,248.15,27.05,,,,,,180.2,573.35,1062.95,,1591.7,19.25,59.1,316.45,266.7,640.4,231.8,160.4,780.25,223.45,120.25,12.75,3686.0,138.9,788.75,,41.65,,73.95,,,,158.45,,310.7,38.45,211.05,589.45,,74.6,90.8,,39.7,,,50.7,1368.8,77.55
2001-07-26,,,27.05,,25.2,,,,177.25,569.1,1088.95,,1605.65,20.45,58.35,310.7,255.0,651.05,229.35,163.25,765.55,218.75,120.8,12.75,3651.6,137.25,778.9,,42.0,,72.35,,,,157.55,,304.85,39.45,207.65,590.15,,74.5,89.85,,39.0,,,51.15,1350.55,74.3
2001-07-27,,252.8,27.1,,,,,,180.0,579.8,1067.15,,1584.3,19.05,59.0,301.15,255.7,657.45,232.4,162.2,750.55,217.55,125.0,12.9,3618.7,138.35,754.3,,42.3,,71.65,,,,160.45,,306.05,38.35,209.6,596.55,,69.65,89.85,,39.15,,,51.05,1345.6,74.3
2001-07-30,,257.35,27.45,,,,,,184.9,581.8,1077.2,,1599.7,19.0,59.05,312.45,239.55,653.7,232.3,166.95,743.8,217.65,130.5,12.95,3656.05,138.4,772.95,,41.45,,71.6,,,,167.7,,312.85,37.55,205.4,604.4,,65.95,90.0,,37.9,,,51.95,1358.95,70.45
2001-07-31,,,27.35,,,,,,186.15,580.9,1070.5,,1689.55,,60.0,315.05,245.35,670.0,234.2,163.4,746.6,220.8,125.95,13.1,3752.85,138.55,792.7,,42.0,,68.5,,,,166.9,,318.85,37.15,201.65,598.8,,70.7,93.95,,37.95,,,52.25,1443.3,84.75
2001-08-01,,255.0,27.35,,,,,,176.35,576.65,1066.3,,1832.65,18.9,59.55,307.65,261.55,680.75,236.35,162.0,741.05,211.65,122.85,13.6,3647.1,139.2,786.9,,42.45,,69.0,,,,157.7,,315.5,38.0,206.05,584.25,,68.95,91.9,,37.95,,,51.55,1500.8,99.05
2001-08-02,,259.95,27.25,,,,,,180.7,580.7,1071.35,,1827.55,19.25,59.95,310.7,272.55,673.4,233.5,161.7,711.95,210.85,125.9,13.2,3754.85,137.9,767.3,,42.2,,70.3,,,,162.5,,317.8,39.8,207.45,577.3,,69.85,92.4,,36.25,,,50.65,1536.45,98.7
2001-08-03,,262.45,27.45,,,,,,181.2,586.1,1087.55,,1874.55,,59.8,310.55,283.15,670.3,231.5,166.4,706.8,213.5,125.1,11.95,3864.3,138.55,759.75,,43.05,,71.45,,,,162.85,,317.2,39.8,207.65,587.45,,69.4,92.95,,37.15,,,51.4,1541.2,97.8
2001-08-06,,258.25,28.4,,,,,,182.8,583.65,1119.95,,1818.1,19.45,59.9,311.7,291.5,669.85,233.85,168.7,715.15,214.0,123.7,11.95,3792.75,139.55,759.85,,43.0,,72.9,,,,162.65,,323.2,40.8,205.25,583.3,,71.6,93.0,,35.75,,,51.75,1531.9,97.8
2001-08-07,,259.6,29.45,,27.1,,,,181.6,584.5,1122.4,,1849.7,19.25,60.4,315.2,255.15,662.1,232.0,168.45,719.85,211.2,119.95,11.8,3755.85,138.95,755.65,,42.8,,72.4,,,,162.4,,329.15,39.85,205.15,578.85,,74.0,92.25,,35.35,,,50.25,1527.2,91.85
2001-08-08,,257.25,29.25,,,,,,181.5,585.9,1122.6,,1806.9,19.25,59.95,310.8,244.15,665.0,235.1,168.6,705.65,212.7,112.9,11.85,3685.25,139.0,745.0,,43.2,,72.0,,,,161.8,,328.45,39.95,200.6,583.9,,74.8,91.75,,35.2,,,50.7,1509.7,93.4
2001-08-09,,255.05,29.4,,,,,,182.35,570.45,1124.55,,1831.2,18.65,60.0,305.85,219.85,667.1,227.9,173.25,708.65,217.25,112.1,11.9,3682.8,138.85,756.05,,43.3,,71.15,,,,160.7,,335.8,39.65,199.9,565.45,,75.15,92.2,,34.95,,,52.1,1487.95,89.8
2001-08-10,,255.55,29.15,,,,,,181.4,567.3,1087.15,,1790.6,18.5,59.95,311.6,228.35,678.1,230.0,180.0,714.8,214.9,112.55,11.85,3650.5,139.2,738.7,,43.0,,71.8,,,,160.7,,339.8,40.1,203.05,544.4,,76.5,91.9,,34.85,,,51.95,1424.1,88.4
2001-08-13,,258.35,29.1,,29.0,,,,181.1,561.6,1115.2,,1773.3,18.85,60.05,307.95,228.85,664.05,230.75,174.95,709.9,212.6,116.2,11.95,3619.35,139.55,737.4,,43.0,,72.2,,,,161.45,,326.55,39.9,206.5,555.35,,78.8,90.9,,34.85,,,52.0,1371.55,90.1
2001-08-14,,,28.25,,,,,,180.6,559.6,1106.75,,1796.7,18.0,60.45,308.25,240.1,662.9,231.75,171.4,706.25,216.1,117.2,11.8,3788.3,143.1,751.7,,43.0,,73.35,,,,152.1,,321.05,39.3,210.1,549.6,,79.8,90.85,,34.75,,,52.05,1444.7,103.5
2001-08-16,,,28.1,,26.75,,,,177.0,545.75,1091.7,,1697.7,,61.2,312.1,240.45,662.85,233.0,180.2,693.8,221.85,119.7,11.7,3756.5,143.35,733.05,,43.1,,75.15,,,,152.85,,326.9,40.1,205.9,539.85,,82.65,90.65,,35.3,,,52.7,1463.3,98.75
2001-08-17,,256.25,27.9,,,,,,177.4,549.8,1145.75,,1690.05,18.5,61.55,307.15,229.9,680.9,239.3,184.35,702.05,218.5,119.05,11.8,3670.7,143.05,714.75,,43.0,,75.35,,,,155.55,,317.55,39.25,203.65,542.05,,81.6,90.25,,35.0,,,52.0,1435.4,104.25
2001-08-20,,260.25,27.85,,29.0,,,,175.1,549.7,1101.95,,1680.85,17.75,61.9,306.9,223.1,689.0,235.2,179.9,706.1,219.25,118.3,11.4,3666.45,141.55,729.3,,43.0,,74.35,,,,152.2,,317.85,38.35,203.65,535.5,,77.6,89.35,,34.7,,,52.4,1420.75,104.2
2001-08-21,,259.2,27.95,,,,,,176.6,548.45,1102.3,,1689.5,17.95,61.95,298.5,231.1,702.5,235.1,178.05,709.0,223.7,118.0,11.35,3741.0,142.4,729.5,,43.0,,75.25,,,,150.3,,318.9,39.15,199.05,532.45,,73.85,89.0,,34.8,,,51.45,1436.8,107.75
2001-08-23,,261.85,27.65,,,,,,176.85,551.3,1121.75,,1795.35,18.6,59.95,292.85,238.6,710.45,235.1,188.3,711.15,221.95,113.7,11.25,3765.45,143.55,756.65,,43.0,,74.15,,,,149.55,,317.0,37.75,199.95,530.8,,75.15,86.95,,34.85,,,52.0,1418.9,109.7
2001-08-24,,258.05,28.65,,,,,,176.2,551.45,1165.7,,1806.25,17.7,59.35,281.55,250.55,702.25,235.85,182.55,710.45,218.75,113.95,11.2,3806.2,141.85,740.2,,43.0,,73.9,,,,149.3,,315.15,36.65,199.85,534.45,,74.8,86.8,,34.6,,,51.7,1492.85,112.8
2001-08-27,,258.2,28.9,,26.75,,,,179.2,549.25,1226.9,,1809.25,18.0,58.6,284.25,262.85,677.7,234.9,179.6,702.35,221.1,115.8,11.15,3917.25,140.3,730.7,,43.25,,73.8,,,,150.6,,315.3,37.9,198.7,533.75,,76.75,86.4,,34.05,,,51.65,1539.15,117.45
2001-08-28,,,28.7,,28.0,,,,183.1,547.8,1224.25,,1849.85,18.0,58.0,285.8,247.7,675.9,235.0,182.35,702.75,219.15,109.4,11.1,3933.7,143.8,728.5,,43.05,,74.15,,,,148.85,,312.85,36.7,198.8,537.75,,73.15,85.0,,34.0,,,51.95,1500.7,116.8
2001-08-29,,,28.3,,27.5,,,,182.45,551.0,1232.7,,1869.45,17.9,57.9,285.65,243.3,680.1,235.45,184.15,685.25,219.45,109.5,10.9,3756.3,134.45,725.7,,43.05,,72.3,,,,148.2,,318.4,36.95,199.85,544.7,,75.1,82.35,,33.75,,,51.9,1524.5,116.75
2001-08-30,,,,,27.5,,,,176.0,557.15,1238.45,,1859.05,17.75,57.5,283.6,235.55,697.1,234.85,183.85,667.2,218.45,105.75,11.0,3707.6,135.05,721.25,,43.0,,70.1,,,,149.9,,319.1,37.75,198.7,544.2,,74.85,82.25,,33.6,,,53.45,1543.15,121.0
2001-08-31,,264.5,28.7,,28.0,,,,174.45,563.6,1230.1,,1771.35,17.7,56.0,270.35,224.0,704.85,236.55,183.55,668.5,218.75,106.05,11.1,3538.65,135.2,720.2,,43.1,,67.0,,,,149.9,,311.15,37.35,198.3,536.1,,75.5,80.1,,33.6,,,55.05,1499.0,116.8
2001-09-03,,264.25,29.05,,,,,,164.35,563.2,1258.6,,1776.35,18.25,54.0,269.6,227.2,691.8,234.95,184.85,680.5,219.7,108.8,11.15,3423.6,134.8,720.9,,43.15,,64.65,,,,149.9,,312.7,36.85,196.8,531.8,,75.85,78.9,,33.85,,,55.3,1417.5,118.05
2001-09-04,,268.4,28.55,,,,,,164.1,560.05,1233.1,,1775.2,18.3,54.75,269.8,234.5,689.9,232.05,182.0,669.2,219.9,108.0,11.1,3427.75,134.75,720.45,,43.0,,64.45,,,,146.25,,314.35,35.6,194.75,533.95,,76.95,83.45,,33.85,,,54.25,1499.45,119.85
2001-09-05,,,28.45,,,,,,168.35,559.95,1274.45,,1894.3,18.45,50.8,258.0,226.05,697.3,235.0,182.25,683.9,215.15,108.0,11.5,3364.15,135.5,751.45,,43.0,,66.2,,,,145.35,,311.15,35.05,192.9,543.8,,76.5,83.2,,34.2,,,55.15,1450.0,117.5
2001-09-06,,266.75,27.85,,,,,,168.5,558.8,1298.2,,1971.8,,51.7,260.1,206.5,706.85,235.0,181.8,674.0,219.45,108.1,11.55,3289.35,135.95,677.2,,43.0,,68.05,,,,141.05,,311.6,33.95,189.15,591.5,,75.55,84.05,,35.2,,,54.9,1434.1,109.45
2001-09-07,,264.35,28.05,,,,,,168.05,558.05,1301.7,,2000.85,18.5,51.95,269.25,238.4,710.5,232.1,182.3,649.5,219.65,105.85,11.45,3316.4,135.75,665.85,,43.15,,70.05,,,,138.75,,307.7,34.35,189.15,573.5,,74.6,84.15,,34.5,,,54.4,1484.3,105.25
2001-09-10,,273.85,28.15,,,,,,169.4,560.0,1309.9,,1892.9,19.0,52.45,275.2,234.75,720.35,233.05,182.15,653.0,218.4,104.95,11.5,3473.05,135.8,655.15,,43.0,,71.3,,,,139.15,,304.15,34.65,187.6,573.7,,74.8,83.95,,34.1,,,55.05,1454.65,104.05
2001-09-11,,273.95,27.9,,,,,,158.7,563.15,1268.25,,1852.1,19.2,52.5,274.3,232.55,709.35,234.55,182.55,674.75,210.45,103.3,11.5,3503.85,134.7,670.5,,43.0,,68.0,,,,136.45,,305.05,33.55,186.75,564.3,,74.85,83.8,,33.7,,,55.0,1493.75,104.3
2001-09-12,,268.15,25.75,,26.5,,,,142.95,563.95,1234.2,,1857.35,19.25,50.0,270.15,210.05,668.35,220.05,176.7,659.3,205.2,100.2,11.1,3190.65,127.45,671.35,,37.75,,64.0,,,,137.75,,297.9,32.3,179.35,566.75,,69.85,80.95,,32.4,,,55.15,1433.95,94.1
2001-09-13,,,26.1,,,,,,134.0,556.15,1219.45,,1836.6,19.3,49.05,265.9,209.0,678.7,219.55,180.25,660.5,205.1,100.05,10.9,3168.75,128.75,661.0,,37.75,,60.35,,,,138.75,,290.3,32.05,178.7,558.65,,70.9,80.9,,32.35,,,55.1,1428.95,94.65
2001-09-14,,265.05,24.85,,,,,,128.9,542.7,1108.9,,1817.1,18.2,45.95,255.6,180.4,620.75,203.85,175.45,622.3,200.5,89.6,10.35,2907.15,124.45,645.7,,32.1,,57.75,,,,131.1,,261.3,28.7,173.55,529.15,,67.1,76.5,,29.55,,,50.9,1255.4,86.55
2001-09-17,,255.1,22.15,,24.5,,,,122.95,525.0,1066.85,,1788.6,18.1,43.5,247.4,149.65,620.3,192.8,165.75,599.35,188.1,75.15,9.15,2616.45,111.3,622.15,,27.3,,52.1,,,,123.0,,262.65,24.1,156.25,504.7,,63.7,71.45,,27.5,,,45.25,1086.4,78.1
2001-09-18,,258.0,24.1,,,,,,128.7,507.95,1111.5,,1836.7,18.5,45.5,259.75,172.7,627.35,206.1,163.55,599.45,203.8,83.55,9.75,2659.1,115.8,641.75,,32.15,,54.05,,,,131.15,,253.15,25.7,159.35,530.25,,65.3,73.1,,29.2,,,47.7,1098.35,84.95
2001-09-19,,253.2,24.3,,,,,,131.05,508.05,1192.7,,1846.55,18.5,45.95,271.3,158.15,666.6,213.45,169.35,593.3,211.7,83.4,10.25,2579.75,119.8,636.5,,35.75,,56.65,,,,132.2,,246.9,26.7,163.8,546.15,,70.85,71.45,,30.8,,,48.65,998.7,93.45
2001-09-20,,255.6,23.8,,,,,,138.35,499.95,1181.95,,1769.05,18.5,47.85,259.8,163.8,645.65,216.6,171.7,551.1,210.25,79.95,10.0,2469.35,119.35,640.8,,34.55,,54.2,,,,127.55,,239.9,25.85,153.75,524.85,,71.0,71.95,,29.7,,,47.65,951.65,97.55
2001-09-21,,255.95,23.85,,25.25,,,,138.35,496.2,1123.65,,1760.0,18.4,47.05,245.1,138.95,644.2,212.8,170.05,531.75,194.15,74.85,10.05,2222.45,118.25,605.65,,37.8,,52.65,,,,127.7,,216.65,24.75,141.45,520.25,,68.95,70.95,,29.95,,,46.65,878.7,94.0
2001-09-24,,,24.95,,,,,,142.55,510.0,1110.05,,1726.5,18.5,47.55,249.8,156.2,617.9,202.4,183.0,512.6,194.35,75.65,9.65,2400.5,119.8,612.15,,40.0,,52.85,,,,132.1,,221.15,26.1,146.4,509.6,,68.7,72.55,,29.55,,,47.1,1048.95,92.2
2001-09-25,,263.55,25.5,,25.25,,,,155.3,506.9,1075.4,,1799.25,18.5,47.65,245.05,126.5,674.55,208.35,183.95,499.25,191.1,70.85,9.65,2489.3,121.75,590.75,,40.0,,51.8,,,,131.05,,206.6,27.0,147.7,526.9,,71.05,71.7,,29.6,,,46.5,1057.5,89.65
2001-09-26,,267.85,24.7,,,,,,154.95,506.35,1100.6,,1771.75,18.05,49.65,245.3,109.2,629.95,214.75,189.8,504.6,192.05,71.65,9.75,2551.65,129.15,585.3,,40.1,,52.3,,,,132.4,,227.15,27.0,152.25,516.85,,69.8,71.35,,29.35,,,46.2,1146.0,93.0
2001-09-27,,272.85,25.0,,25.6,,,,152.6,509.35,1120.35,,1767.15,18.75,50.1,248.0,123.3,629.95,214.65,194.55,507.95,199.05,67.95,9.95,2373.4,128.2,597.8,,40.0,,52.2,,,,131.75,,241.7,28.55,158.25,528.75,,68.2,67.25,,29.2,,,47.0,1015.1,90.55
2001-09-28,,271.5,25.15,,26.0,,,,160.6,504.9,1128.95,,1789.75,18.95,50.6,260.0,129.55,623.45,217.1,186.95,509.5,207.05,71.7,9.85,2367.05,134.7,579.75,,40.05,,53.65,,,,135.05,,264.6,28.05,164.95,536.2,,69.05,69.3,,29.45,,,49.0,1040.6,86.75
2001-10-01,,264.9,25.15,,25.1,,,,159.8,501.75,1128.25,,1785.6,18.55,52.4,249.8,126.35,653.75,209.75,187.45,514.7,210.1,72.2,10.0,2326.8,129.75,595.7,,40.0,,55.85,,,,132.55,,259.55,27.95,175.1,519.9,,67.35,69.65,,29.0,,,47.05,1034.25,86.7
2001-10-03,,264.0,24.4,,25.65,,,,159.9,500.65,1101.75,,1764.6,18.5,53.55,255.1,127.1,649.25,210.85,192.95,517.0,212.1,73.35,9.75,2187.35,131.9,609.55,,40.0,,55.7,,,,136.3,,246.6,28.5,172.45,508.9,,70.5,69.8,,27.9,,,46.5,922.85,82.85
2001-10-04,,,24.55,,26.0,,,,166.4,500.45,1114.2,,1792.85,18.8,55.0,258.5,139.6,699.3,212.1,188.9,521.85,212.6,75.55,9.65,2369.3,134.8,603.0,,40.05,,60.1,,,,137.0,,249.45,28.7,171.0,514.9,,68.75,70.3,,28.05,,,46.5,938.1,82.8
2001-10-05,,264.3,24.75,,27.0,,,,164.8,505.0,1045.25,,1796.2,19.2,54.9,253.6,142.1,673.0,214.15,180.7,521.75,212.05,76.1,9.65,2475.35,136.65,603.6,,40.35,,61.5,,,,135.55,,250.65,29.35,175.2,557.75,,70.3,72.1,,27.75,,,47.0,921.8,78.85
2001-10-08,,,24.25,,,,,,160.3,505.75,1039.7,,1789.35,19.9,54.95,250.45,139.55,670.15,214.5,180.75,518.85,208.3,74.85,9.5,2390.55,130.2,593.0,,40.1,,58.95,,,,132.3,,252.35,28.65,172.2,559.1,,69.8,71.95,,28.05,,,46.1,888.8,71.15
2001-10-09,,267.15,24.4,,25.7,,,,165.05,506.1,1045.75,,1789.05,20.3,54.95,256.25,152.4,681.85,213.95,184.95,532.5,211.15,76.3,9.65,2426.5,133.5,607.1,,40.5,,59.85,,,,135.65,,253.1,30.4,172.9,565.85,,69.8,72.0,,27.85,,,47.0,916.65,74.85
2001-10-10,,270.0,24.1,,,,,,162.7,508.05,1044.25,,1829.45,20.0,54.9,252.8,151.8,650.45,215.95,191.2,531.45,229.75,77.5,9.4,2507.95,131.65,652.15,,40.85,,61.1,,,,136.25,,258.15,30.8,177.3,560.45,,68.3,72.7,,27.85,,,46.8,974.55,75.85
2001-10-11,,268.45,24.25,,27.0,,,,158.85,508.45,1026.8,,1858.15,20.0,54.9,257.9,161.5,669.25,220.5,188.5,526.55,226.65,78.2,9.6,2758.75,132.65,651.0,,40.2,,61.45,,,,139.7,,265.4,31.45,181.2,549.9,,70.0,72.6,,28.95,,,46.15,1022.6,83.45
2001-10-12,,263.5,24.05,,27.0,,,,159.45,506.15,1046.95,,1853.4,19.7,54.25,264.05,153.6,657.7,233.25,187.1,513.9,225.25,81.7,9.65,2950.7,132.8,642.7,,38.75,,62.4,,,,140.75,,267.05,31.4,183.4,551.4,,71.15,71.6,,30.35,,,46.4,1048.45,86.1
2001-10-15,,,24.0,,27.45,,,,159.9,508.65,1063.3,,927.1,19.6,54.85,266.5,147.6,652.65,227.9,190.7,513.35,223.95,82.1,9.8,2909.35,131.35,648.95,,38.0,,63.15,,,,138.5,,273.6,31.25,184.15,556.85,,73.7,73.4,,29.9,,,46.15,1018.0,81.85
2001-10-16,,260.45,23.7,,,,,,151.35,510.4,1088.8,,933.6,20.3,55.95,268.4,153.2,664.55,227.15,207.15,522.55,227.35,81.15,9.8,2971.0,133.0,649.8,,39.8,,64.55,,,,139.45,,273.6,31.6,184.8,553.45,,76.45,74.3,,29.85,,,46.45,1102.95,83.75
